month,day,county,total_number_of_occupied_beds,residents_total_confirmed_covid_19,county_occupancy,county_cases,county_prevalence
10,25,Erie,61,34,4558,1344,0.2948661693725318
5,31,Erie,146,0,4271,782,0.18309529384219153
6,28,Erie,150,0,4473,1113,0.24882629107981222
7,26,Erie,152,0,4481,1171,0.26132559696496316
8,30,Erie,149,0,4583,1197,0.2611826314641065
9,27,Erie,136,21,4600,1226,0.2665217391304348
10,25,Erie,144,21,4558,1344,0.2948661693725318
5,31,Onondaga,359,80,2297,386,0.16804527644754028
6,28,Onondaga,375,80,2354,461,0.19583687340696687
7,26,Onondaga,382,80,2414,463,0.19179784589892296
8,30,Onondaga,389,82,2425,467,0.19257731958762886
9,27,Onondaga,406,82,2449,468,0.19109840751327073
10,25,Onondaga,389,83,2422,473,0.1952931461601982
5,31,Westchester,109,58,4474,626,0.1399195350916406
6,28,Westchester,122,59,4808,775,0.16118968386023294
7,26,Westchester,116,59,4814,805,0.16722060656418777
8,30,Westchester,123,59,4944,810,0.1638349514563107
9,27,Westchester,120,61,4964,824,0.16599516518936341
10,25,Westchester,117,61,4989,862,0.17278011625576267
5,31,Bronx,142,37,8232,798,0.09693877551020408
6,28,Bronx,142,40,9266,1328,0.14331966328512843
7,26,Bronx,142,40,9248,1357,0.14673442906574394
8,30,Bronx,141,40,9057,1372,0.15148503919620182
9,27,Bronx,146,40,9345,1382,0.14788657035848046
10,25,Bronx,148,40,9386,1391,0.1481994459833795
5,31,Ulster,71,0,1028,118,0.11478599221789883
6,28,Ulster,74,0,1038,118,0.11368015414258188
7,26,Ulster,73,0,1032,118,0.11434108527131782
8,30,Ulster,75,0,1056,123,0.11647727272727272
9,27,Ulster,75,0,1045,130,0.12440191387559808
10,25,Ulster,74,0,1030,133,0.129126213592233
5,31,Onondaga,105,26,2297,386,0.16804527644754028
6,28,Onondaga,102,29,2354,461,0.19583687340696687
7,26,Onondaga,104,29,2414,463,0.19179784589892296
8,30,Onondaga,119,29,2425,467,0.19257731958762886
9,27,Onondaga,116,29,2449,468,0.19109840751327073
10,25,Onondaga,113,29,2422,473,0.1952931461601982
5,31,Richmond,179,1,2384,320,0.1342281879194631
6,28,Richmond,180,4,2410,391,0.16224066390041494
7,26,Richmond,175,4,2415,399,0.16521739130434782
8,30,Richmond,176,5,2411,406,0.16839485690584818
9,27,Richmond,170,7,2395,410,0.17118997912317327
10,25,Richmond,172,7,2418,414,0.17121588089330025
5,31,Monroe,517,2,3810,404,0.10603674540682415
6,28,Monroe,505,3,3779,434,0.11484519714210109
7,26,Monroe,505,3,3847,436,0.1133350662854172
8,30,Monroe,498,3,4000,438,0.1095
9,27,Monroe,493,3,4026,441,0.10953800298062594
10,25,Monroe,485,3,4147,473,0.11405835543766578
5,31,Queens,168,8,8683,914,0.10526315789473684
6,28,Queens,166,8,9066,1219,0.13445841606000442
7,26,Queens,164,8,9114,1253,0.13748079877112135
8,30,Queens,162,8,9310,1337,0.14360902255639096
9,27,Queens,155,8,9359,1357,0.14499412330377176
10,25,Queens,153,8,9387,1379,0.14690529455630127
5,31,Bronx,405,90,8232,798,0.09693877551020408
6,28,Bronx,409,116,9266,1328,0.14331966328512843
7,26,Bronx,400,117,9248,1357,0.14673442906574394
8,30,Bronx,425,117,9057,1372,0.15148503919620182
9,27,Bronx,429,117,9345,1382,0.14788657035848046
10,25,Bronx,434,117,9386,1391,0.1481994459833795
5,31,Genesee,58,0,438,0,0
6,28,Genesee,61,1,449,1,0.0022271714922048997
7,26,Genesee,61,1,444,1,0.0022522522522522522
8,30,Genesee,61,1,445,1,0.0022471910112359553
9,27,Genesee,62,1,448,3,0.006696428571428571
10,25,Genesee,60,1,434,6,0.013824884792626729
5,31,Otsego,121,0,358,0,0
6,28,Otsego,125,0,361,0,0
7,26,Otsego,124,0,354,0,0
8,30,Otsego,125,0,356,0,0
9,27,Otsego,126,0,354,0,0
10,25,Otsego,130,0,364,0,0
5,31,Chenango,79,0,423,4,0.009456264775413711
6,28,Chenango,67,0,401,4,0.00997506234413965
7,26,Chenango,64,0,398,5,0.01256281407035176
8,30,Chenango,66,0,396,5,0.012626262626262626
9,27,Chenango,67,0,396,5,0.012626262626262626
10,25,Chenango,66,0,402,6,0.014925373134328358
5,31,Allegany,74,0,184,0,0
6,28,Allegany,73,0,326,0,0
7,26,Allegany,75,0,327,0,0
8,30,Allegany,74,0,330,0,0
9,27,Allegany,71,0,328,0,0
10,25,Allegany,73,6,302,52,0.17218543046357615
5,31,Nassau,180,18,4872,610,0.12520525451559936
6,28,Nassau,181,40,5334,808,0.15148106486689164
7,26,Nassau,177,45,5399,842,0.15595480644563808
8,30,Nassau,184,45,5400,858,0.15888888888888889
9,27,Nassau,193,46,5529,861,0.15572436245252305
10,25,Nassau,189,46,5566,867,0.15576715774344232
5,31,Orleans,56,85,85,85,1
6,28,Orleans,49,86,196,97,0.49489795918367346
7,26,Orleans,62,86,211,97,0.4597156398104265
8,30,Orleans,68,86,227,97,0.42731277533039647
9,27,Orleans,75,86,236,97,0.4110169491525424
10,25,Orleans,87,86,239,97,0.40585774058577406
5,31,Suffolk,235,0,6153,1325,0.21534210954006175
6,28,Suffolk,234,14,6152,1484,0.24122236671001301
7,26,Suffolk,241,14,6180,1521,0.24611650485436892
8,30,Suffolk,250,14,6343,1537,0.24231436228913764
9,27,Suffolk,254,14,6444,1548,0.24022346368715083
10,25,Suffolk,261,14,6508,1561,0.23985863552550707
5,31,Bronx,146,52,8232,798,0.09693877551020408
6,28,Bronx,146,52,9266,1328,0.14331966328512843
7,26,Bronx,143,53,9248,1357,0.14673442906574394
8,30,Bronx,137,53,9057,1372,0.15148503919620182
9,27,Bronx,143,53,9345,1382,0.14788657035848046
10,25,Bronx,144,53,9386,1391,0.1481994459833795
5,31,Livingston,27,4,302,4,0.013245033112582781
6,28,Livingston,26,4,291,4,0.013745704467353952
7,26,Livingston,26,4,283,5,0.0176678445229682
8,30,Livingston,33,4,282,5,0.01773049645390071
9,27,Livingston,30,4,276,5,0.018115942028985508
10,25,Livingston,31,4,275,5,0.01818181818181818
5,31,Cortland,107,0,335,0,0
6,28,Cortland,109,0,339,0,0
7,26,Cortland,112,0,338,1,0.0029585798816568047
8,30,Cortland,112,0,326,4,0.012269938650306749
9,27,Cortland,111,0,323,4,0.01238390092879257
10,25,Cortland,106,0,315,4,0.012698412698412698
5,31,Wayne,58,0,509,0,0
6,28,Wayne,55,0,495,1,0.00202020202020202
7,26,Wayne,53,0,494,5,0.010121457489878543
8,30,Wayne,49,0,485,5,0.010309278350515464
9,27,Wayne,49,0,489,5,0.010224948875255624
10,25,Wayne,51,0,497,16,0.03219315895372234
5,31,Franklin,51,0,170,0,0
6,28,Franklin,48,0,171,0,0
7,26,Franklin,49,0,166,0,0
8,30,Franklin,55,0,176,0,0
9,27,Franklin,55,0,178,0,0
10,25,Franklin,53,0,180,0,0
5,31,Westchester,68,0,4474,626,0.1399195350916406
6,28,Westchester,63,0,4808,775,0.16118968386023294
7,26,Westchester,57,0,4814,805,0.16722060656418777
8,30,Westchester,67,0,4944,810,0.1638349514563107
9,27,Westchester,67,0,4964,824,0.16599516518936341
10,25,Westchester,71,0,4989,862,0.17278011625576267
5,31,Tompkins,52,0,357,0,0
6,28,Tompkins,54,0,366,0,0
7,26,Tompkins,50,0,362,1,0.0027624309392265192
8,30,Tompkins,52,0,366,1,0.00273224043715847
9,27,Tompkins,53,0,372,1,0.002688172043010753
10,25,Tompkins,49,0,359,4,0.011142061281337047
5,31,Broome,133,12,1312,93,0.07088414634146341
6,28,Broome,143,12,1338,131,0.09790732436472346
7,26,Broome,157,13,1345,182,0.13531598513011153
8,30,Broome,155,19,1357,207,0.15254237288135594
9,27,Broome,150,19,1340,207,0.15447761194029852
10,25,Broome,147,19,1298,305,0.2349768875192604
5,31,Bronx,462,31,8232,798,0.09693877551020408
6,28,Bronx,455,51,9266,1328,0.14331966328512843
7,26,Bronx,448,52,9248,1357,0.14673442906574394
8,30,Bronx,446,53,9057,1372,0.15148503919620182
9,27,Bronx,461,53,9345,1382,0.14788657035848046
10,25,Bronx,483,53,9386,1391,0.1481994459833795
5,31,Broome,282,13,1312,93,0.07088414634146341
6,28,Broome,263,24,1338,131,0.09790732436472346
7,26,Broome,267,26,1345,182,0.13531598513011153
8,30,Broome,275,27,1357,207,0.15254237288135594
9,27,Broome,266,27,1340,207,0.15447761194029852
10,25,Broome,246,113,1298,305,0.2349768875192604
5,31,Putnam,82,12,201,22,0.10945273631840796
6,28,Putnam,84,13,204,25,0.12254901960784313
7,26,Putnam,85,13,213,25,0.11737089201877934
8,30,Putnam,84,13,209,25,0.11961722488038277
9,27,Putnam,93,14,216,26,0.12037037037037036
10,25,Putnam,96,15,224,29,0.12946428571428573
5,31,Nassau,81,0,4872,610,0.12520525451559936
6,28,Nassau,87,1,5334,808,0.15148106486689164
7,26,Nassau,92,2,5399,842,0.15595480644563808
8,30,Nassau,99,2,5400,858,0.15888888888888889
9,27,Nassau,100,2,5529,861,0.15572436245252305
10,25,Nassau,94,2,5566,867,0.15576715774344232
5,31,New York,363,122,4485,654,0.14581939799331103
6,28,New York,369,126,4482,707,0.15774207942882643
7,26,New York,392,126,4508,733,0.16259982253771074
8,30,New York,398,127,4562,750,0.16440157825515125
9,27,New York,393,127,4501,774,0.17196178626971784
10,25,New York,398,128,4610,780,0.16919739696312364
5,31,Oneida,63,14,2175,98,0.045057471264367814
6,28,Oneida,66,20,2143,182,0.08492767148856743
7,26,Oneida,67,20,2082,212,0.10182516810758886
8,30,Oneida,69,20,2117,215,0.10155880963627775
9,27,Oneida,67,20,2093,220,0.1051122790253225
10,25,Oneida,63,20,2094,269,0.12846227316141356
6,28,Delaware,117,0,308,0,0
7,26,Delaware,117,0,310,0,0
8,30,Delaware,114,0,315,0,0
9,27,Delaware,113,0,302,0,0
10,25,Delaware,114,0,307,0,0
5,31,Orange,284,118,1037,390,0.3760848601735776
6,28,Orange,294,118,1007,420,0.4170804369414101
7,26,Orange,301,118,1034,430,0.4158607350096712
8,30,Orange,304,118,1048,433,0.4131679389312977
9,27,Orange,309,118,1143,435,0.3805774278215223
10,25,Orange,313,119,1152,440,0.3819444444444444
5,31,Richmond,328,78,2384,320,0.1342281879194631
6,28,Richmond,320,85,2410,391,0.16224066390041494
7,26,Richmond,317,87,2415,399,0.16521739130434782
8,30,Richmond,290,91,2411,406,0.16839485690584818
9,27,Richmond,295,91,2395,410,0.17118997912317327
10,25,Richmond,288,92,2418,414,0.17121588089330025
5,31,Otsego,73,0,358,0,0
6,28,Otsego,73,0,361,0,0
7,26,Otsego,75,0,354,0,0
8,30,Otsego,74,0,356,0,0
9,27,Otsego,74,0,354,0,0
10,25,Otsego,74,0,364,0,0
5,31,Kings,82,1,7723,851,0.11019034054124045
6,28,Kings,81,1,7928,1106,0.13950554994954592
7,26,Kings,89,1,8019,1136,0.1416635490709565
8,30,Kings,94,1,8153,1147,0.14068441064638784
9,27,Kings,97,1,8145,1176,0.1443830570902394
10,25,Kings,102,1,8167,1234,0.1510958736378107
5,31,Monroe,223,65,3810,404,0.10603674540682415
6,28,Monroe,214,76,3779,434,0.11484519714210109
7,26,Monroe,232,77,3847,436,0.1133350662854172
8,30,Monroe,244,77,4000,438,0.1095
9,27,Monroe,244,77,4026,441,0.10953800298062594
10,25,Monroe,243,78,4147,473,0.11405835543766578
5,31,Bronx,158,1,8232,798,0.09693877551020408
6,28,Bronx,152,1,9266,1328,0.14331966328512843
7,26,Bronx,147,1,9248,1357,0.14673442906574394
8,30,Bronx,149,1,9057,1372,0.15148503919620182
9,27,Bronx,153,1,9345,1382,0.14788657035848046
10,25,Bronx,150,1,9386,1391,0.1481994459833795
5,31,Tompkins,101,0,357,0,0
6,28,Tompkins,103,0,366,0,0
7,26,Tompkins,101,1,362,1,0.0027624309392265192
8,30,Tompkins,104,1,366,1,0.00273224043715847
9,27,Tompkins,101,1,372,1,0.002688172043010753
10,25,Tompkins,97,1,359,4,0.011142061281337047
5,31,Nassau,142,95,4872,610,0.12520525451559936
6,28,Nassau,145,97,5334,808,0.15148106486689164
7,26,Nassau,148,97,5399,842,0.15595480644563808
8,30,Nassau,142,98,5400,858,0.15888888888888889
9,27,Nassau,148,98,5529,861,0.15572436245252305
10,25,Nassau,158,98,5566,867,0.15576715774344232
5,31,Schenectady,190,0,959,1,0.0010427528675703858
6,28,Schenectady,192,0,955,5,0.005235602094240838
7,26,Schenectady,193,0,944,7,0.007415254237288136
8,30,Schenectady,196,0,941,11,0.011689691817215728
9,27,Schenectady,194,0,940,15,0.015957446808510637
10,25,Schenectady,193,0,950,16,0.016842105263157894
5,31,Onondaga,114,1,2297,386,0.16804527644754028
6,28,Onondaga,130,4,2354,461,0.19583687340696687
7,26,Onondaga,146,4,2414,463,0.19179784589892296
8,30,Onondaga,148,4,2425,467,0.19257731958762886
9,27,Onondaga,152,4,2449,468,0.19109840751327073
10,25,Onondaga,157,5,2422,473,0.1952931461601982
5,31,Suffolk,94,51,6153,1325,0.21534210954006175
6,28,Suffolk,98,55,6152,1484,0.24122236671001301
7,26,Suffolk,103,55,6180,1521,0.24611650485436892
8,30,Suffolk,97,55,6343,1537,0.24231436228913764
9,27,Suffolk,101,55,6444,1548,0.24022346368715083
10,25,Suffolk,101,55,6508,1561,0.23985863552550707
5,31,Ontario,22,19,427,20,0.0468384074941452
6,28,Ontario,17,19,387,30,0.07751937984496124
7,26,Ontario,26,19,420,30,0.07142857142857142
8,30,Ontario,29,19,435,31,0.07126436781609195
9,27,Ontario,15,19,527,31,0.058823529411764705
10,25,Ontario,32,19,540,32,0.05925925925925926
5,31,Greene,109,90,207,90,0.43478260869565216
6,28,Greene,121,90,217,90,0.4147465437788018
7,26,Greene,129,91,232,91,0.3922413793103448
8,30,Greene,127,91,234,91,0.3888888888888889
9,27,Greene,129,91,233,91,0.3905579399141631
10,25,Greene,126,91,224,91,0.40625
5,31,New York,182,0,4485,654,0.14581939799331103
6,28,New York,182,0,4482,707,0.15774207942882643
7,26,New York,181,0,4508,733,0.16259982253771074
8,30,New York,173,0,4562,750,0.16440157825515125
9,27,New York,188,0,4501,774,0.17196178626971784
10,25,New York,187,0,4610,780,0.16919739696312364
5,31,Westchester,86,34,4474,626,0.1399195350916406
6,28,Westchester,83,34,4808,775,0.16118968386023294
7,26,Westchester,83,34,4814,805,0.16722060656418777
8,30,Westchester,95,34,4944,810,0.1638349514563107
9,27,Westchester,89,36,4964,824,0.16599516518936341
10,25,Westchester,68,60,4989,862,0.17278011625576267
5,31,Westchester,253,91,4474,626,0.1399195350916406
6,28,Westchester,251,114,4808,775,0.16118968386023294
7,26,Westchester,232,119,4814,805,0.16722060656418777
8,30,Westchester,248,119,4944,810,0.1638349514563107
9,27,Westchester,245,119,4964,824,0.16599516518936341
10,25,Westchester,248,119,4989,862,0.17278011625576267
8,30,Monroe,157,0,4000,438,0.1095
9,27,Monroe,154,0,4026,441,0.10953800298062594
10,25,Monroe,159,0,4147,473,0.11405835543766578
5,31,Rensselaer,335,1,1080,18,0.016666666666666666
6,28,Rensselaer,346,1,1106,21,0.0189873417721519
7,26,Rensselaer,336,1,1088,103,0.09466911764705882
8,30,Rensselaer,334,1,1087,128,0.11775528978840846
9,27,Rensselaer,331,1,1084,128,0.11808118081180811
10,25,Rensselaer,325,18,1093,145,0.13266239707227814
5,31,Queens,147,0,8683,914,0.10526315789473684
6,28,Queens,145,0,9066,1219,0.13445841606000442
7,26,Queens,143,0,9114,1253,0.13748079877112135
8,30,Queens,137,0,9310,1337,0.14360902255639096
9,27,Queens,138,0,9359,1357,0.14499412330377176
10,25,Queens,137,0,9387,1379,0.14690529455630127
5,31,Essex,94,1,269,1,0.0037174721189591076
6,28,Essex,99,1,269,1,0.0037174721189591076
7,26,Essex,101,1,265,1,0.0037735849056603774
8,30,Essex,100,1,263,40,0.1520912547528517
9,27,Essex,98,1,246,62,0.25203252032520324
10,25,Essex,97,1,246,62,0.25203252032520324
5,31,Chautauqua,128,0,825,0,0
6,28,Chautauqua,126,0,846,1,0.001182033096926714
7,26,Chautauqua,129,0,821,1,0.001218026796589525
8,30,Chautauqua,119,0,830,1,0.0012048192771084338
9,27,Chautauqua,120,0,814,1,0.0012285012285012285
10,25,Chautauqua,121,2,808,4,0.0049504950495049506
5,31,Westchester,122,0,4474,626,0.1399195350916406
6,28,Westchester,128,0,4808,775,0.16118968386023294
7,26,Westchester,119,0,4814,805,0.16722060656418777
8,30,Westchester,123,0,4944,810,0.1638349514563107
9,27,Westchester,125,0,4964,824,0.16599516518936341
10,25,Westchester,120,0,4989,862,0.17278011625576267
5,31,Westchester,141,0,4474,626,0.1399195350916406
6,28,Westchester,154,5,4808,775,0.16118968386023294
7,26,Westchester,149,5,4814,805,0.16722060656418777
8,30,Westchester,158,5,4944,810,0.1638349514563107
9,27,Westchester,165,5,4964,824,0.16599516518936341
10,25,Westchester,164,5,4989,862,0.17278011625576267
5,31,Richmond,86,11,2384,320,0.1342281879194631
6,28,Richmond,83,11,2410,391,0.16224066390041494
7,26,Richmond,86,11,2415,399,0.16521739130434782
8,30,Richmond,83,11,2411,406,0.16839485690584818
9,27,Richmond,86,11,2395,410,0.17118997912317327
10,25,Richmond,89,11,2418,414,0.17121588089330025
5,31,Suffolk,111,0,6153,1325,0.21534210954006175
6,28,Suffolk,108,0,6152,1484,0.24122236671001301
7,26,Suffolk,102,0,6180,1521,0.24611650485436892
8,30,Suffolk,101,0,6343,1537,0.24231436228913764
9,27,Suffolk,106,0,6444,1548,0.24022346368715083
10,25,Suffolk,102,0,6508,1561,0.23985863552550707
5,31,Dutchess,59,0,1506,123,0.08167330677290836
6,28,Dutchess,59,0,1603,126,0.07860262008733625
7,26,Dutchess,57,0,1588,129,0.08123425692695214
8,30,Dutchess,55,0,1601,131,0.08182386008744534
9,27,Dutchess,58,0,1627,133,0.08174554394591273
10,25,Dutchess,54,0,1633,133,0.08144519289650949
5,31,Nassau,144,9,4872,610,0.12520525451559936
6,28,Nassau,143,19,5334,808,0.15148106486689164
7,26,Nassau,144,19,5399,842,0.15595480644563808
8,30,Nassau,144,20,5400,858,0.15888888888888889
9,27,Nassau,144,20,5529,861,0.15572436245252305
10,25,Nassau,140,20,5566,867,0.15576715774344232
5,31,Rensselaer,78,0,1080,18,0.016666666666666666
6,28,Rensselaer,72,0,1106,21,0.0189873417721519
7,26,Rensselaer,74,0,1088,103,0.09466911764705882
8,30,Rensselaer,62,22,1087,128,0.11775528978840846
9,27,Rensselaer,71,22,1084,128,0.11808118081180811
10,25,Rensselaer,75,22,1093,145,0.13266239707227814
5,31,Erie,207,153,4271,782,0.18309529384219153
6,28,Erie,198,165,4473,1113,0.24882629107981222
7,26,Erie,206,165,4481,1171,0.26132559696496316
8,30,Erie,229,166,4583,1197,0.2611826314641065
9,27,Erie,241,166,4600,1226,0.2665217391304348
10,25,Erie,242,166,4558,1344,0.2948661693725318
5,31,Onondaga,190,61,2297,386,0.16804527644754028
6,28,Onondaga,183,87,2354,461,0.19583687340696687
7,26,Onondaga,202,88,2414,463,0.19179784589892296
8,30,Onondaga,186,88,2425,467,0.19257731958762886
9,27,Onondaga,186,88,2449,468,0.19109840751327073
10,25,Onondaga,193,89,2422,473,0.1952931461601982
5,31,Nassau,143,63,4872,610,0.12520525451559936
6,28,Nassau,135,70,5334,808,0.15148106486689164
7,26,Nassau,134,70,5399,842,0.15595480644563808
8,30,Nassau,139,70,5400,858,0.15888888888888889
9,27,Nassau,134,70,5529,861,0.15572436245252305
10,25,Nassau,137,70,5566,867,0.15576715774344232
5,31,Rockland,111,10,958,87,0.09081419624217119
6,28,Rockland,115,10,1020,119,0.11666666666666667
7,26,Rockland,112,10,1021,123,0.12047012732615084
8,30,Rockland,112,12,1034,126,0.1218568665377176
9,27,Rockland,120,12,1070,133,0.12429906542056075
10,25,Rockland,133,16,1081,140,0.12950971322849214
5,31,Suffolk,217,121,6153,1325,0.21534210954006175
6,28,Suffolk,230,122,6152,1484,0.24122236671001301
7,26,Suffolk,222,122,6180,1521,0.24611650485436892
8,30,Suffolk,230,122,6343,1537,0.24231436228913764
9,27,Suffolk,221,122,6444,1548,0.24022346368715083
10,25,Suffolk,221,122,6508,1561,0.23985863552550707
5,31,Bronx,172,0,8232,798,0.09693877551020408
6,28,Bronx,167,18,9266,1328,0.14331966328512843
7,26,Bronx,168,18,9248,1357,0.14673442906574394
8,30,Bronx,166,18,9057,1372,0.15148503919620182
9,27,Bronx,165,18,9345,1382,0.14788657035848046
10,25,Bronx,166,18,9386,1391,0.1481994459833795
5,31,Kings,224,121,7723,851,0.11019034054124045
6,28,Kings,227,123,7928,1106,0.13950554994954592
7,26,Kings,227,123,8019,1136,0.1416635490709565
8,30,Kings,234,123,8153,1147,0.14068441064638784
9,27,Kings,234,123,8145,1176,0.1443830570902394
10,25,Kings,238,123,8167,1234,0.1510958736378107
5,31,Yates,107,15,152,15,0.09868421052631579
6,28,Yates,115,15,159,15,0.09433962264150944
7,26,Yates,114,15,159,15,0.09433962264150944
8,30,Yates,117,15,162,15,0.09259259259259259
9,27,Yates,112,15,158,15,0.0949367088607595
10,25,Yates,114,15,156,15,0.09615384615384616
5,31,Kings,138,5,7723,851,0.11019034054124045
6,28,Kings,152,15,7928,1106,0.13950554994954592
7,26,Kings,137,16,8019,1136,0.1416635490709565
8,30,Kings,143,18,8153,1147,0.14068441064638784
9,27,Kings,159,18,8145,1176,0.1443830570902394
10,25,Kings,161,18,8167,1234,0.1510958736378107
5,31,Broome,267,26,1312,93,0.07088414634146341
6,28,Broome,233,51,1338,131,0.09790732436472346
7,26,Broome,215,99,1345,182,0.13531598513011153
8,30,Broome,203,108,1357,207,0.15254237288135594
9,27,Broome,204,108,1340,207,0.15447761194029852
10,25,Broome,213,109,1298,305,0.2349768875192604
5,31,Queens,169,19,8683,914,0.10526315789473684
6,28,Queens,168,19,9066,1219,0.13445841606000442
7,26,Queens,169,19,9114,1253,0.13748079877112135
8,30,Queens,172,19,9310,1337,0.14360902255639096
9,27,Queens,170,19,9359,1357,0.14499412330377176
10,25,Queens,170,19,9387,1379,0.14690529455630127
5,31,Queens,138,0,8683,914,0.10526315789473684
6,28,Queens,144,1,9066,1219,0.13445841606000442
7,26,Queens,157,2,9114,1253,0.13748079877112135
8,30,Queens,159,2,9310,1337,0.14360902255639096
9,27,Queens,163,2,9359,1357,0.14499412330377176
10,25,Queens,165,2,9387,1379,0.14690529455630127
5,31,Westchester,234,24,4474,626,0.1399195350916406
6,28,Westchester,226,25,4808,775,0.16118968386023294
7,26,Westchester,236,27,4814,805,0.16722060656418777
8,30,Westchester,244,27,4944,810,0.1638349514563107
9,27,Westchester,250,27,4964,824,0.16599516518936341
10,25,Westchester,261,27,4989,862,0.17278011625576267
5,31,Nassau,122,9,4872,610,0.12520525451559936
6,28,Nassau,124,14,5334,808,0.15148106486689164
7,26,Nassau,122,15,5399,842,0.15595480644563808
8,30,Nassau,133,15,5400,858,0.15888888888888889
9,27,Nassau,128,15,5529,861,0.15572436245252305
10,25,Nassau,133,15,5566,867,0.15576715774344232
5,31,Queens,44,8,8683,914,0.10526315789473684
6,28,Queens,46,9,9066,1219,0.13445841606000442
7,26,Queens,46,9,9114,1253,0.13748079877112135
8,30,Queens,47,9,9310,1337,0.14360902255639096
9,27,Queens,54,9,9359,1357,0.14499412330377176
10,25,Queens,53,9,9387,1379,0.14690529455630127
5,31,Washington,179,0,497,0,0
6,28,Washington,177,0,493,0,0
7,26,Washington,189,0,502,0,0
8,30,Washington,194,0,504,0,0
9,27,Washington,181,0,488,0,0
10,25,Washington,191,0,504,0,0
5,31,Suffolk,201,172,6153,1325,0.21534210954006175
6,28,Suffolk,199,172,6152,1484,0.24122236671001301
7,26,Suffolk,208,173,6180,1521,0.24611650485436892
8,30,Suffolk,217,173,6343,1537,0.24231436228913764
9,27,Suffolk,222,173,6444,1548,0.24022346368715083
10,25,Suffolk,217,173,6508,1561,0.23985863552550707
5,31,Warren,83,4,305,51,0.16721311475409836
6,28,Warren,99,8,333,55,0.16516516516516516
7,26,Warren,105,8,335,55,0.16417910447761194
8,30,Warren,108,8,335,55,0.16417910447761194
9,27,Warren,106,8,337,55,0.1632047477744807
10,25,Warren,108,8,342,56,0.16374269005847952
5,31,Erie,82,0,4271,782,0.18309529384219153
6,28,Erie,83,0,4473,1113,0.24882629107981222
7,26,Erie,83,1,4481,1171,0.26132559696496316
8,30,Erie,83,1,4583,1197,0.2611826314641065
9,27,Erie,83,1,4600,1226,0.2665217391304348
10,25,Erie,82,1,4558,1344,0.2948661693725318
5,31,Steuben,105,0,556,27,0.048561151079136694
6,28,Steuben,105,0,561,29,0.05169340463458111
7,26,Steuben,102,0,577,29,0.05025996533795494
8,30,Steuben,102,0,572,29,0.050699300699300696
9,27,Steuben,99,0,568,67,0.11795774647887323
10,25,Steuben,99,0,541,123,0.22735674676524953
5,31,Queens,125,0,8683,914,0.10526315789473684
6,28,Queens,120,0,9066,1219,0.13445841606000442
7,26,Queens,125,0,9114,1253,0.13748079877112135
8,30,Queens,122,0,9310,1337,0.14360902255639096
9,27,Queens,137,0,9359,1357,0.14499412330377176
10,25,Queens,127,0,9387,1379,0.14690529455630127
6,28,Rockland,60,0,1020,119,0.11666666666666667
7,26,Rockland,65,0,1021,123,0.12047012732615084
8,30,Rockland,72,0,1034,126,0.1218568665377176
9,27,Rockland,74,0,1070,133,0.12429906542056075
10,25,Rockland,72,0,1081,140,0.12950971322849214
5,31,Westchester,97,27,4474,626,0.1399195350916406
6,28,Westchester,97,28,4808,775,0.16118968386023294
7,26,Westchester,102,29,4814,805,0.16722060656418777
8,30,Westchester,99,29,4944,810,0.1638349514563107
9,27,Westchester,114,29,4964,824,0.16599516518936341
10,25,Westchester,114,29,4989,862,0.17278011625576267
5,31,Orleans,29,0,85,85,1
6,28,Orleans,29,0,196,97,0.49489795918367346
7,26,Orleans,29,0,211,97,0.4597156398104265
8,30,Orleans,29,0,227,97,0.42731277533039647
9,27,Orleans,29,0,236,97,0.4110169491525424
10,25,Orleans,27,0,239,97,0.40585774058577406
5,31,Fulton,80,0,307,94,0.30618892508143325
6,28,Fulton,80,0,302,125,0.4139072847682119
7,26,Fulton,84,0,304,150,0.4934210526315789
8,30,Fulton,82,0,308,158,0.512987012987013
9,27,Fulton,84,0,307,158,0.5146579804560261
10,25,Fulton,80,0,312,158,0.5064102564102564
5,31,Sullivan,73,0,273,96,0.3516483516483517
6,28,Sullivan,70,0,341,158,0.4633431085043988
7,26,Sullivan,69,0,329,158,0.48024316109422494
8,30,Sullivan,70,0,344,158,0.45930232558139533
9,27,Sullivan,69,0,326,158,0.48466257668711654
10,25,Sullivan,73,0,341,158,0.4633431085043988
6,28,Queens,178,12,9066,1219,0.13445841606000442
7,26,Queens,176,12,9114,1253,0.13748079877112135
8,30,Queens,174,13,9310,1337,0.14360902255639096
9,27,Queens,169,13,9359,1357,0.14499412330377176
10,25,Queens,164,13,9387,1379,0.14690529455630127
5,31,Westchester,75,4,4474,626,0.1399195350916406
6,28,Westchester,79,5,4808,775,0.16118968386023294
7,26,Westchester,84,7,4814,805,0.16722060656418777
8,30,Westchester,85,7,4944,810,0.1638349514563107
9,27,Westchester,80,7,4964,824,0.16599516518936341
10,25,Westchester,80,7,4989,862,0.17278011625576267
5,31,Bronx,213,5,8232,798,0.09693877551020408
6,28,Bronx,209,25,9266,1328,0.14331966328512843
7,26,Bronx,215,26,9248,1357,0.14673442906574394
8,30,Bronx,0,26,9057,1372,0.15148503919620182
9,27,Bronx,206,26,9345,1382,0.14788657035848046
10,25,Bronx,207,26,9386,1391,0.1481994459833795
5,31,Steuben,45,4,556,27,0.048561151079136694
